data/clean/mio_0.wav,こんにちは。
data/clean/mio_1.wav,チャンネル登録お願いします。
data/clean/mio_2.wav,太陽は明るく輝いています。
data/clean/mio_3.wav,猫は可愛いです。
data/clean/mio_4.wav,雨が降っています。
data/clean/mio_5.wav,コーヒーが好きです。
data/clean/mio_6.wav,星が夜空に輝いています。
data/clean/mio_7.wav,季節が変わります。
data/clean/mio_8.wav,本を読むのが好きです。
data/clean/mio_9.wav,ピザは美味しいです。
data/clean/mio_10.wav,花が咲いています。
data/clean/mio_11.wav,犬は忠実です。
data/clean/mio_12.wav,旅行が楽しいです。
data/clean/mio_13.wav,歌を歌います。
data/clean/mio_14.wav,山に登ります。
data/clean/mio_15.wav,青い空が広がっています。
data/clean/mio_16.wav,バスケットボールをします。
data/clean/mio_17.wav,ドラマを観ます。
data/clean/mio_18.wav,恋に落ちます。
data/clean/mio_19.wav,サーフィンが得意です。
data/clean/mio_20.wav,ピクニックに行きます。
data/clean/mio_21.wav,空港で待っています。
data/clean/mio_22.wav,笑顔が素敵です。
data/clean/mio_23.wav,雪が積もります。
data/clean/mio_24.wav,ゴルフが楽しいです。
data/clean/mio_25.wav,家族と過ごします。
data/clean/mio_26.wav,ギターを弾きます。
data/clean/mio_27.wav,朝日が昇ります。
data/clean/mio_28.wav,映画を撮ります。
data/clean/mio_29.wav,海で泳ぎます。
data/clean/mio_30.wav,茶を飲みます。
data/clean/mio_31.wav,仕事が終わりました。
data/clean/mio_32.wav,自然に感謝します。
data/clean/mio_33.wav,友達と笑います。
data/clean/mio_34.wav,未来を夢見ます。
data/clean/mio_35.wav,本を書きます。
data/clean/mio_36.wav,フルーツが美味しいです。
data/clean/mio_37.wav,ランニングを楽しむ。
data/clean/mio_38.wav,夜空の星座を見ます。
data/clean/mio_39.wav,デザインに魅了されます。
data/clean/mio_40.wav,自己啓発に励む。
data/clean/mio_41.wav,レストランで食事。
data/clean/mio_42.wav,春の桜が咲く。
data/clean/mio_43.wav,音楽に耳を傾けます。
