client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22786067.mp3	この肉がいちばん安いです。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22786068.mp3	アメリカが風邪をひけば、日本もクシャミをする、といわれる程で、日本経済も不況です。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22786071.mp3	もう少し仕事をして、帰ります。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22786133.mp3	大きくて黒いかばんはわたしのです。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22786136.mp3	少し暑いので、窓を開けます。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22786146.mp3	きのう松井さんから連絡がありました。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22786147.mp3	午後は出勤して、航空問題や、漁業問題の仕事に取り組む。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22786154.mp3	わたしは父に本をもらいました。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22786171.mp3	裏返せば、それだけ、事件を重大視している証拠である。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22786374.mp3	四月から大学が始まります。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22786387.mp3	くすりを飲みましたから、もうだいじょうぶです。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22786402.mp3	それは、泥沼のような逆境からぬけだしたいという、切ないほどの願望だろうか。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22786421.mp3	道を渡って、左側を歩きましょう。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22786441.mp3	どこへ行っても、彼の周囲には、自然にファンが生まれた。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22920950.mp3	いすに座って、話をします。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22920958.mp3	ここを押すと、音が大きくなります。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22920959.mp3	日曜日に弟は本を読んだりテレビを見たりしています。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22920960.mp3	母親のうれしそうな表情が、脳裏によみがえった。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22920969.mp3	日本の音楽を聞きたいです。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22920978.mp3	ラッパも鳴らないし、笛も鳴らないが、ぞろぞろと起き出し、洗面所へゆく。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22920979.mp3	冷蔵庫の中に卵が七個あります。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22920981.mp3	来年、わたしの妹は大学に入ります。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22920987.mp3	立って、歌を歌います。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22920989.mp3	これでは、母親が嘆くのも、無理はありません。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22920991.mp3	竹の皮に、麦飯のおにぎりを包んで持参し、昼食は、これに、番茶だ。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22920992.mp3	窓口にいる銀行員は女の人が多いです。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22920999.mp3	お客さんは、それじゃあ練習さえすれば、誰にでも出来るんじゃないかなっ、て考え始めるよ。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22921000.mp3	わたしはきのう髪を切りました。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22921006.mp3	わたしは兄弟が二人います。	2	0	twenties	male			ja	
15a8f857a9dfa5daeabb2e63cf74928f9331b4207221196cc4ea9f5c6f0f69d906f8259284d920047235d4fb46feb90284c2e310c81b79e2d0eee4948d0a21b8	common_voice_ja_22921009.mp3	羊は、慌てて、列に戻り、再び、群れと一緒に進んでいく。	2	0	twenties	male			ja	
